name,ascii_name,pop,timezone,country,lat,lng
Qingfeng,Qingfeng,19627,Asia/Shanghai,CN,29.33938,105.82676
Tysons Corner,Tysons Corner,19627,America/New_York,US,38.91872,-77.23109
Kotel’nikovo,Kotel'nikovo,19622,Europe/Volgograd,RU,47.63009,43.14068
Beni Yakhlef,Beni Yakhlef,19622,Africa/Casablanca,MA,33.68407,-7.33924
Samuyuzi,Samuyuzi,19621,Asia/Urumqi,CN,43.71947,81.86398
Forest Lake,Forest Lake,19618,America/Chicago,US,45.27886,-92.98522
San Tin,San Tin,19617,Asia/Hong_Kong,HK,22.50166,114.06932
Gombi,Gombi,19616,Africa/Lagos,NG,10.16756,12.73684
Baao,Baao,19612,Asia/Manila,PH,13.4549,123.3653
Prudentópolis,Prudentopolis,19611,America/Sao_Paulo,BR,-25.21306,-50.97778
Stoke,Stoke,19610,Pacific/Auckland,NZ,-41.31667,173.23333
Chignahuapan,Chignahuapan,19608,America/Mexico_City,MX,19.83866,-98.03171
Žatec,Zatec,19607,Europe/Prague,CZ,50.32717,13.54577
Fenoarivo Be,Fenoarivo Be,19605,Indian/Antananarivo,MG,-18.43333,46.56667
Borodino,Borodino,19602,Asia/Krasnoyarsk,RU,55.9061,94.9079
Podporozh’ye,Podporozh'ye,19600,Europe/Moscow,RU,60.91,34.16188
San Juan Zitlaltepec,San Juan Zitlaltepec,19600,America/Mexico_City,MX,19.81207,-99.14526
Băileşti,Bailesti,19599,Europe/Bucharest,RO,44.01667,23.35
Telavi,Telavi,19599,Asia/Tbilisi,GE,41.91978,45.47315
Mankono,Mankono,19597,Africa/Abidjan,CI,8.05861,-6.18972
Seferihisar,Seferihisar,19596,Europe/Istanbul,TR,38.1975,26.83881
Kuraymah,Kuraymah,19593,Africa/Khartoum,SD,18.55,31.85
Chāndor,Chandor,19592,Asia/Kolkata,IN,20.3306,74.24467
Lichtenvoorde,Lichtenvoorde,19590,Europe/Amsterdam,NL,51.98667,6.56667
Heyan,Heyan,19589,Asia/Shanghai,CN,31.35639,108.67045
Bethany,Bethany,19589,America/Chicago,US,35.51867,-97.63226
Rahat,Rahat,19586,Asia/Jerusalem,IL,31.39547,34.75699
Condado,Condado,19585,America/Recife,BR,-7.58583,-35.10583
Achocalla,Achocalla,19583,America/La_Paz,BO,-16.57386,-68.15112
Tai’an,Tai'an,19583,Asia/Shanghai,CN,30.79554,108.65921
Patnāgarh,Patnagarh,19582,Asia/Kolkata,IN,20.70833,83.13263
Hranice,Hranice,19582,Europe/Prague,CZ,49.54796,17.73469
Sun City,Sun City,19579,America/Los_Angeles,US,33.70919,-117.19726
Earl Shilton,Earl Shilton,19578,Europe/London,GB,52.57682,-1.31536
Arroyito,Arroyito,19577,America/Argentina/Cordoba,AR,-31.42022,-63.05002
Ibicaraí,Ibicarai,19574,America/Bahia,BR,-14.865,-39.5875
Ghardimaou,Ghardimaou,19574,Africa/Tunis,TN,36.44788,8.4413
Viçosa,Vicosa,19573,America/Maceio,BR,-9.37139,-36.24083
El Soberbio,El Soberbio,19571,America/Argentina/Cordoba,AR,-27.29662,-54.19811
Montclair,Montclair,19570,America/New_York,US,38.61095,-77.33971
San Francisco,San Francisco,19570,Asia/Manila,PH,15.35566,120.84001
Galatina,Galatina,19569,Europe/Rome,IT,40.17416,18.17032
Seligenstadt,Seligenstadt,19569,Europe/Berlin,DE,50.0432,8.97394
Moguer,Moguer,19569,Europe/Madrid,ES,37.27559,-6.83851
São Raimundo Nonato,Sao Raimundo Nonato,19569,America/Fortaleza,BR,-9.01528,-42.69944
El Arahal,El Arahal,19565,Europe/Madrid,ES,37.26273,-5.5453
Nakło nad Notecią,Naklo nad Notecia,19565,Europe/Warsaw,PL,53.14214,17.60181
Ostashkov,Ostashkov,19563,Europe/Moscow,RU,57.14695,33.10659
Chubek,Chubek,19563,Asia/Dushanbe,TJ,37.61453,69.70525
Lynbrook,Lynbrook,19558,America/New_York,US,40.65483,-73.6718
Yaransk,Yaransk,19557,Europe/Kirov,RU,57.30496,47.87387
Orchards,Orchards,19556,America/Los_Angeles,US,45.66651,-122.56093
Lāwar Khās,Lawar Khas,19556,Asia/Kolkata,IN,29.11091,77.77767
Nanyamba,Nanyamba,19555,Africa/Dar_es_Salaam,TZ,-10.68333,39.83333
Eastchester,Eastchester,19554,America/New_York,US,40.95833,-73.80861
Schmalkalden,Schmalkalden,19553,Europe/Berlin,DE,50.72136,10.44386
Bad Driburg,Bad Driburg,19553,Europe/Berlin,DE,51.73297,9.01969
Gaofeng,Gaofeng,19550,Asia/Shanghai,CN,30.71277,108.34187
Srīrāmnagar,Sriramnagar,19550,Asia/Kolkata,IN,17.26652,78.25544
Payson,Payson,19548,America/Denver,US,40.0444,-111.73215
Monforte de Lemos,Monforte de Lemos,19546,Europe/Madrid,ES,42.52165,-7.51422
Santa Cruz Cabrália,Santa Cruz Cabralia,19545,America/Bahia,BR,-16.27806,-39.02472
Diamante,Diamante,19545,America/Argentina/Cordoba,AR,-32.0671,-60.64267
Tiverton,Tiverton,19544,Europe/London,GB,50.90241,-3.49232
Trostianets,Trostianets,19544,Europe/Kyiv,UA,50.48478,34.96567
Dingshi,Dingshi,19543,Asia/Shanghai,CN,28.77549,108.54646
Kröpeliner-Tor-Vorstadt,Kroepeliner-Tor-Vorstadt,19542,Europe/Berlin,DE,54.08849,12.11539
Neftegorsk,Neftegorsk,19542,Europe/Samara,RU,52.802,51.166
San Isidro,San Isidro,19541,Atlantic/Canary,ES,28.07617,-16.558
Kiliya,Kiliya,19540,Europe/Kyiv,UA,45.44445,29.26396
Dharamsala,Dharamsala,19540,Asia/Kolkata,IN,32.22006,76.32013
West Saint Paul,West Saint Paul,19540,America/Chicago,US,44.91608,-93.10161
Madisonville,Madisonville,19539,America/Chicago,US,37.3281,-87.49889
Deception Bay,Deception Bay,19539,Australia/Brisbane,AU,-27.19354,153.02631
Cajuru,Cajuru,19539,America/Sao_Paulo,BR,-21.27528,-47.30417
São João dos Patos,Sao Joao dos Patos,19538,America/Fortaleza,BR,-6.495,-43.70222
Poperinge,Poperinge,19537,Europe/Brussels,BE,50.85386,2.72659
Herceg Novi,Herceg Novi,19536,Europe/Podgorica,ME,42.45306,18.5375
Fukumitsu,Fukumitsu,19535,Asia/Tokyo,JP,36.55751,136.86945
Tadjoura,Tadjoura,19533,Africa/Djibouti,DJ,11.78778,42.88222
Waldbröl,Waldbroel,19533,Europe/Berlin,DE,50.87576,7.61688
Krasnystaw,Krasnystaw,19532,Europe/Warsaw,PL,50.98464,23.1742
Teltow,Teltow,19530,Europe/Berlin,DE,52.4031,13.26014
Birnin Gaouré,Birnin Gaoure,19529,Africa/Niamey,NE,13.08173,2.91099
Kibakwe,Kibakwe,19526,Africa/Dar_es_Salaam,TZ,-6.71667,36.36667
Ives Estates,Ives Estates,19525,America/New_York,US,25.96231,-80.17671
Gharo,Gharo,19524,Asia/Karachi,PK,24.74182,67.58534
Langgar,Langgar,19524,Asia/Urumqi,CN,36.7,81.5
Bhadrapur,Bhadrapur,19523,Asia/Kathmandu,NP,26.54404,88.09436
Kujang-ŭp,Kujang-up,19522,Asia/Pyongyang,KP,39.86722,126.03028
Chabet el Ameur,Chabet el Ameur,19522,Africa/Algiers,DZ,36.63709,3.69474
Selma,Selma,19519,America/Chicago,US,32.40736,-87.0211
Pontedera,Pontedera,19518,Europe/Rome,IT,43.66141,10.63067
Kovdor,Kovdor,19518,Europe/Moscow,RU,67.56627,30.47765
Vaalbank,Vaalbank,19517,Africa/Johannesburg,ZA,-25.15226,28.85563
Negotino,Negotino,19515,Europe/Skopje,MK,41.48456,22.09056
Loznica,Loznica,19515,Europe/Belgrade,RS,44.53118,19.24267
Yuzhnyy,Yuzhnyy,19515,Asia/Barnaul,RU,53.25417,83.69361
Pināhat,Pinahat,19511,Asia/Kolkata,IN,26.88487,78.37647
Kuala Pilah,Kuala Pilah,19510,Asia/Kuala_Lumpur,MY,2.7389,102.2487
Papillion,Papillion,19510,America/Chicago,US,41.15444,-96.04224
Gorodishche,Gorodishche,19509,Europe/Volgograd,RU,48.80454,44.47439
Murrupula,Murrupula,19504,Africa/Maputo,MZ,-15.45694,38.67722
Henichesk,Henichesk,19501,Europe/Kyiv,UA,46.16824,34.80861
Kozel’sk,Kozel'sk,19500,Europe/Moscow,RU,54.0366,35.77088
Al Qarārah,Al Qararah,19500,Asia/Gaza,PS,31.37389,34.34085
Djakotomé,Djakotome,19498,Africa/Porto-Novo,BJ,6.8991,1.71618
Wisch,Wisch,19496,Europe/Amsterdam,NL,51.92648,6.41705
Nunspeet,Nunspeet,19496,Europe/Amsterdam,NL,52.37917,5.78611
Butiá,Butia,19494,America/Sao_Paulo,BR,-30.11972,-51.96222
Proletarsk,Proletarsk,19493,Europe/Moscow,RU,46.70289,41.72717
Nördlingen,Noerdlingen,19492,Europe/Berlin,DE,48.85122,10.48868
Teminabuan,Teminabuan,19491,Asia/Jayapura,ID,-1.4416,132.01428
Saint Kilda,Saint Kilda,19490,Australia/Melbourne,AU,-37.8676,144.98099
Montgomery,Montgomery,19489,America/Chicago,US,41.73058,-88.3459
Pljevlja,Pljevlja,19489,Europe/Podgorica,ME,43.3567,19.35843
São Gonçalo do Sapucaí,Sao Goncalo do Sapucai,19487,America/Sao_Paulo,BR,-21.89222,-45.59528
Sint-Katelijne-Waver,Sint-Katelijne-Waver,19487,Europe/Brussels,BE,51.06691,4.53469
Badger,Badger,19482,America/Anchorage,US,64.8,-147.53333
Adwick le Street,Adwick le Street,19481,Europe/London,GB,53.57077,-1.18454
Ban Dung,Ban Dung,19479,Asia/Bangkok,TH,17.699,103.25957
Seymour,Seymour,19478,America/Indiana/Indianapolis,US,38.95922,-85.89025
Lake Shore,Lake Shore,19477,America/New_York,US,39.10705,-76.48496
Barrancas,Barrancas,19474,America/Caracas,VE,8.6989,-62.19656
Piedade,Piedade,19472,Europe/Lisbon,PT,38.67005,-9.15852
Baolong,Baolong,19472,Asia/Shanghai,CN,30.94229,110.00588
Maposeni,Maposeni,19472,Africa/Dar_es_Salaam,TZ,-10.58333,35.4
Malabanban Norte,Malabanban Norte,19471,Asia/Manila,PH,13.94521,121.43065
Pinheiral,Pinheiral,19469,America/Sao_Paulo,BR,-22.51278,-44.00056
Akhtyrskiy,Akhtyrskiy,19468,Europe/Moscow,RU,44.8546,38.3031
Bijāwar,Bijawar,19468,Asia/Kolkata,IN,24.62351,79.48994
Jānsath,Jansath,19467,Asia/Kolkata,IN,29.32502,77.85044
Būndu,Bundu,19467,Asia/Kolkata,IN,23.16095,85.59007
Couëron,Coueron,19466,Europe/Paris,FR,47.21473,-1.72452
Weybridge,Weybridge,19463,Europe/London,GB,51.37178,-0.45975
Sil-li,Sil-li,19463,Asia/Pyongyang,KP,39.49472,125.47361
Blackwall,Blackwall,19461,Europe/London,GB,51.50971,-0.0016
South Ockendon,South Ockendon,19460,Europe/London,GB,51.50799,0.28333
Richha,Richha,19459,Asia/Kolkata,IN,28.69467,79.52284
Bhāyāvadar,Bhayavadar,19458,Asia/Kolkata,IN,21.85523,70.24791
Rāmshīr,Ramshir,19454,Asia/Tehran,IR,30.89315,49.40787
Polonuevo,Polonuevo,19454,America/Bogota,CO,10.77697,-74.85344
McKeesport,McKeesport,19453,America/New_York,US,40.34785,-79.86422
Ishøj,Ishoj,19453,Europe/Copenhagen,DK,55.61543,12.35182
Pinecrest,Pinecrest,19452,America/New_York,US,25.66705,-80.30811
Poggiomarino,Poggiomarino,19451,Europe/Rome,IT,40.80114,14.54066
Weirton Heights,Weirton Heights,19450,America/New_York,US,40.4084,-80.53924
Port Angeles,Port Angeles,19448,America/Los_Angeles,US,48.11815,-123.43074
Gulou,Gulou,19447,Asia/Shanghai,CN,30.17599,106.17168
Plettenberg Bay,Plettenberg Bay,19445,Africa/Johannesburg,ZA,-34.05274,23.3716
Terrace,Terrace,19443,America/Vancouver,CA,54.51634,-128.60345
Irlam,Irlam,19442,Europe/London,GB,53.44253,-2.42323
Ochtrup,Ochtrup,19441,Europe/Berlin,DE,52.20802,7.18988
North Battleford,North Battleford,19440,America/Regina,CA,52.77972,-108.2967
Malapatan,Malapatan,19439,Asia/Manila,PH,5.96917,125.28944
Écully,Ecully,19437,Europe/Paris,FR,45.77437,4.77758
Longkong,Longkong,19435,Asia/Shanghai,CN,30.04477,107.9149
Hazel Dell,Hazel Dell,19435,America/Los_Angeles,US,45.67151,-122.66288
Schwalmtal,Schwalmtal,19435,Europe/Berlin,DE,51.21667,6.26667
Salcajá,Salcaja,19434,America/Guatemala,GT,14.87964,-91.45699
Chessington,Chessington,19433,Europe/London,GB,51.3624,-0.30427
Trecate,Trecate,19430,Europe/Rome,IT,45.43399,8.7364
Sibbo,Sibbo,19430,Europe/Helsinki,FI,60.37752,25.26906
Angleton,Angleton,19429,America/Chicago,US,29.16941,-95.43188
Aistala,Aistala,19425,Asia/Kolkata,IN,23.18,88.58
Gameleira,Gameleira,19423,America/Recife,BR,-8.58444,-35.38667
Lucala,Lucala,19422,Africa/Luanda,AO,-9.27268,15.25206
Charlottenburg-Nord,Charlottenburg-Nord,19422,Europe/Berlin,DE,52.53048,13.29371
Kabanga,Kabanga,19421,Africa/Dar_es_Salaam,TZ,-2.63861,30.46778
Fernley,Fernley,19418,America/Los_Angeles,US,39.60797,-119.25183
Teguise,Teguise,19418,Atlantic/Canary,ES,29.06049,-13.56397
El Malah,El Malah,19415,Africa/Algiers,DZ,35.39137,-1.09238
Mayen,Mayen,19414,Europe/Berlin,DE,50.32797,7.22277
Lomas del Sur,Lomas del Sur,19413,America/Mexico_City,MX,20.4925,-103.4175
Elói Mendes,Eloi Mendes,19413,America/Sao_Paulo,BR,-21.61,-45.56528
Gannavaram,Gannavaram,19410,Asia/Kolkata,IN,16.54092,80.80213
Alice,Alice,19408,America/Chicago,US,27.75225,-98.06972
Lake Forest,Lake Forest,19408,America/Chicago,US,42.25863,-87.84063
Kaulsdorf,Kaulsdorf,19408,Europe/Berlin,DE,52.51732,13.58871
Battle Ground,Battle Ground,19407,America/Los_Angeles,US,45.78095,-122.53343
Custoias,Custoias,19406,Europe/Lisbon,PT,41.1053,-7.32097
Sikka,Sikka,19404,Asia/Kolkata,IN,22.43218,69.84158
Sojītra,Sojitra,19403,Asia/Kolkata,IN,22.53884,72.71984
Singur,Singur,19402,Asia/Kolkata,IN,22.80917,88.22944
Goundam,Goundam,19400,Africa/Bamako,ML,16.41453,-3.67075
Hechingen,Hechingen,19400,Europe/Berlin,DE,48.35149,8.96317
Tuen Mun San Hui,Tuen Mun San Hui,19398,Asia/Hong_Kong,HK,22.39877,113.97596
Rajpur,Rajpur,19396,Asia/Kolkata,IN,21.94022,75.13608
Belsand,Belsand,19396,Asia/Kolkata,IN,26.44365,85.40076
Oschersleben,Oschersleben,19396,Europe/Berlin,DE,52.03039,11.22898
Bodegraven,Bodegraven,19395,Europe/Amsterdam,NL,52.0825,4.75
Taft,Taft,19394,Asia/Tehran,IR,31.74384,54.20278
Waina,Waina,19394,Asia/Shanghai,CN,33.20639,105.04972
Bönen,Bonen,19393,Europe/Berlin,DE,51.6,7.76667
Žiar nad Hronom,Ziar nad Hronom,19392,Europe/Bratislava,SK,48.59184,18.84958
Kuju,Kuju,19390,Asia/Kolkata,IN,23.72536,85.51023
Dixon,Dixon,19390,America/Los_Angeles,US,38.44546,-121.8233
Panagyurishte,Panagyurishte,19389,Europe/Sofia,BG,42.49518,24.19021
Telgte,Telgte,19389,Europe/Berlin,DE,51.97995,7.78293
Kalmeshwar,Kalmeshwar,19386,Asia/Kolkata,IN,21.23219,78.91988
Phak Hai,Phak Hai,19386,Asia/Bangkok,TH,14.45736,100.36989
Schopfheim,Schopfheim,19386,Europe/Berlin,DE,47.65105,7.82089
Maham,Maham,19383,Asia/Kolkata,IN,28.96912,76.29495
Forest Park,Forest Park,19383,America/New_York,US,33.62205,-84.36909
Longmen,Longmen,19380,Asia/Shanghai,CN,30.79819,107.68712
Ivdel’,Ivdel',19379,Asia/Yekaterinburg,RU,60.69111,60.42056
Vélez,Velez,19376,America/Bogota,CO,6.01335,-73.67352
Bhawānīgarh,Bhawanigarh,19376,Asia/Kolkata,IN,30.26685,76.03854
Mamaroneck,Mamaroneck,19375,America/New_York,US,40.94871,-73.73263
Shitan,Shitan,19375,Asia/Shanghai,CN,30.06896,106.50291
Homewood,Homewood,19373,America/Chicago,US,41.55726,-87.6656
Olympic,Olympic,19373,Asia/Hong_Kong,HK,22.31939,114.15736
Mandelia,Mandelia,19373,Africa/Ndjamena,TD,11.73017,15.24468
Wazīrganj,Wazirganj,19372,Asia/Kolkata,IN,28.21145,79.05665
Bear,Bear,19371,America/New_York,US,39.62928,-75.65826
Gnago,Gnago,19370,Africa/Abidjan,CI,5.24032,-5.79516
Shāhpur,Shahpur,19370,Asia/Kolkata,IN,21.23742,76.22558
Kakdwip,Kakdwip,19368,Asia/Kolkata,IN,21.87914,88.1913
Norrtälje,Norrtaelje,19365,Europe/Stockholm,SE,59.75799,18.70496
Chalatenango,Chalatenango,19364,America/El_Salvador,SV,14.03333,-88.93333
Magumeri,Magumeri,19363,Africa/Lagos,NG,12.11451,12.8262
Pueblo Nuevo,Pueblo Nuevo,19363,America/Monterrey,MX,23.37927,-105.38313
Tajerouine,Tajerouine,19362,Africa/Tunis,TN,35.89174,8.55276
Gōdo,Godo,19361,Asia/Tokyo,JP,35.41667,136.6
Ābdānān,Abdanan,19360,Asia/Tehran,IR,32.9926,47.4198
Casarano,Casarano,19359,Europe/Rome,IT,40.01131,18.16237
Denkanikota,Denkanikota,19358,Asia/Kolkata,IN,12.5301,77.78887
Puchheim,Puchheim,19357,Europe/Berlin,DE,48.15,11.35
Melksham,Melksham,19357,Europe/London,GB,51.37281,-2.14002
Chiroqchi,Chiroqchi,19356,Asia/Samarkand,UZ,39.03361,66.57222
Bayou Cane,Bayou Cane,19355,America/Chicago,US,29.6241,-90.7512
As Samū‘,As Samu',19355,Asia/Hebron,PS,31.39671,35.06611
Gualán,Gualan,19354,America/Guatemala,GT,15.11952,-89.35721
Cran-Gevrier,Cran-Gevrier,19354,Europe/Paris,FR,45.9,6.1
Lora del Río,Lora del Rio,19352,Europe/Madrid,ES,37.65896,-5.52751
Bückeburg,Bueckeburg,19351,Europe/Berlin,DE,52.26065,9.04939
Ahigbé Koffikro,Ahigbe Koffikro,19351,Africa/Abidjan,CI,5.40755,-3.38023
Horsforth,Horsforth,19350,Europe/London,GB,53.8426,-1.63754
Orange,Orange,19347,America/Chicago,US,30.09299,-93.73655
Dumbéa,Dumbea,19346,Pacific/Noumea,NC,-22.15757,166.4572
Alsip,Alsip,19346,America/Chicago,US,41.66892,-87.73866
Chunghwa,Chunghwa,19346,Asia/Pyongyang,KP,38.86389,125.8
El Retén,El Reten,19345,America/Bogota,CO,10.61135,-74.26824
Lutz,Lutz,19344,America/New_York,US,28.15112,-82.46148
Carouge,Carouge,19344,Europe/Zurich,CH,46.18096,6.13921
Steilshoop,Steilshoop,19343,Europe/Berlin,DE,53.61028,10.05917
Maholi,Maholi,19343,Asia/Kolkata,IN,27.66368,80.47371
Yellāpur,Yellapur,19343,Asia/Kolkata,IN,14.9637,74.70929
Novopokrovskaya,Novopokrovskaya,19342,Europe/Moscow,RU,45.95139,40.70056
Mahapleu,Mahapleu,19342,Africa/Abidjan,CI,7.22474,-7.93118
Katav-Ivanovsk,Katav-Ivanovsk,19339,Asia/Yekaterinburg,RU,54.75306,58.19556
Weil der Stadt,Weil der Stadt,19338,Europe/Berlin,DE,48.74953,8.87176
Sint-Andries,Sint-Andries,19336,Europe/Brussels,BE,51.19696,3.17891
Discovery Bay,Discovery Bay,19336,Asia/Hong_Kong,HK,22.3,114.01667
Bilhaur,Bilhaur,19333,Asia/Kolkata,IN,26.84345,80.06388
Velika Kladuša,Velika Kladusa,19330,Europe/Sarajevo,BA,45.18497,15.80579
Vecsés,Vecses,19327,Europe/Budapest,HU,47.40705,19.28648
Algés,Alges,19327,Europe/Lisbon,PT,38.70245,-9.22936
Lexington,Lexington,19326,America/New_York,US,35.82403,-80.25338
Green Haven,Green Haven,19326,America/New_York,US,39.13955,-76.54774
Orlovskiy,Orlovskiy,19325,Europe/Moscow,RU,46.87139,42.05917
Bhit Shah,Bhit Shah,19325,Asia/Karachi,PK,25.80565,68.49143
Nam Som,Nam Som,19324,Asia/Bangkok,TH,17.77036,102.18947
Wasquehal,Wasquehal,19320,Europe/Paris,FR,50.67043,3.13382
Bouca,Bouca,19320,Africa/Bangui,CF,6.50734,18.2767
Wangaratta,Wangaratta,19318,Australia/Melbourne,AU,-36.35846,146.32056
Çatalca,Catalca,19316,Europe/Istanbul,TR,41.14073,28.45967
Trindade,Trindade,19313,America/Recife,BR,-7.76194,-40.26778
Padua,Padua,19311,America/Bogota,CO,5.13429,-75.14001
Ayaviri,Ayaviri,19310,America/Lima,PE,-14.88639,-70.58889
Tāoru,Taoru,19310,Asia/Kolkata,IN,28.21173,76.94984
Conceição da Barra,Conceicao da Barra,19309,America/Sao_Paulo,BR,-18.59333,-39.73222
Hässleholm,Haessleholm,19309,Europe/Stockholm,SE,56.15905,13.76638
Bellwood,Bellwood,19308,America/Chicago,US,41.88142,-87.88312
Clydach,Clydach,19307,Europe/London,GB,51.68333,-3.9
M’Bahiakro,M'Bahiakro,19307,Africa/Abidjan,CI,7.45728,-4.33993
Dukinfield,Dukinfield,19306,Europe/London,GB,53.47497,-2.08809
Yelizavetinskaya,Yelizavetinskaya,19306,Europe/Moscow,RU,45.04616,38.79491
Sansheng,Sansheng,19305,Asia/Shanghai,CN,29.89256,106.6265
Sobradinho,Sobradinho,19304,America/Bahia,BR,-12.83333,-39.1
Clayton,Clayton,19304,America/New_York,US,35.65071,-78.45639
Central Falls,Central Falls,19303,America/New_York,US,41.89066,-71.39228
Chāpar,Chapar,19301,Asia/Kolkata,IN,26.27266,90.44556
Tielt,Tielt,19299,Europe/Brussels,BE,50.99931,3.32707
Mau,Mau,19299,Asia/Kolkata,IN,26.26584,78.67108
Sun Valley,Sun Valley,19299,America/Los_Angeles,US,39.5963,-119.77602
Liwale,Liwale,19296,Africa/Dar_es_Salaam,TZ,-9.76667,37.93333
Petauke,Petauke,19296,Africa/Lusaka,ZM,-14.24117,31.31975
Ranau,Ranau,19294,Asia/Kuching,MY,5.9538,116.6641
Berrahal,Berrahal,19294,Africa/Algiers,DZ,36.83528,7.45333
Makabe,Makabe,19293,Asia/Tokyo,JP,36.26667,140.1
Sukumo,Sukumo,19292,Asia/Tokyo,JP,32.93333,132.73333
Dalaman,Dalaman,19292,Europe/Istanbul,TR,36.76591,28.8028
Mandelieu-la-Napoule,Mandelieu-la-Napoule,19292,Europe/Paris,FR,43.54577,6.93734
Baixo Guandu,Baixo Guandu,19292,America/Sao_Paulo,BR,-19.51889,-41.01583
Doukouya,Doukouya,19290,Africa/Abidjan,CI,6.42623,-5.55925
Horizon City,Horizon City,19288,America/Denver,US,31.69261,-106.20748
Sherwood,Sherwood,19283,America/Los_Angeles,US,45.35651,-122.8401
Dhanaula,Dhanaula,19281,Asia/Kolkata,IN,30.28216,75.57341
Waterford,Waterford,19281,America/New_York,US,41.3417,-72.13597
Hamīrpur,Hamirpur,19280,Asia/Kolkata,IN,31.68411,76.52506
Nikol’skoye,Nikol'skoye,19280,Europe/Moscow,RU,59.70056,30.78472
Orinda,Orinda,19279,America/Los_Angeles,US,37.87715,-122.17969
Schwalmstadt,Schwalmstadt,19279,Europe/Berlin,DE,50.93333,9.21667
Svilengrad,Svilengrad,19279,Europe/Sofia,BG,41.76667,26.2
Papar,Papar,19278,Asia/Kuching,MY,5.73333,115.93333
Frankenberg,Frankenberg,19276,Europe/Berlin,DE,51.0589,8.80077
La Plata,La Plata,19275,America/Bogota,CO,2.39341,-75.89232
Nova Olímpia,Nova Olimpia,19274,America/Cuiaba,BR,-14.79722,-57.28806
Letterkenny,Letterkenny,19274,Europe/Dublin,IE,54.95,-7.73333
Kudachi,Kudachi,19272,Asia/Kolkata,IN,16.62784,74.85408
Laksar,Laksar,19270,Asia/Kolkata,IN,29.7587,78.04148
Pinole,Pinole,19269,America/Los_Angeles,US,38.00437,-122.29886
Bremervörde,Bremervoerde,19268,Europe/Berlin,DE,53.48458,9.14306
Helin,Helin,19268,Asia/Shanghai,CN,30.58123,107.68064
Spoleto,Spoleto,19266,Europe/Rome,IT,42.74071,12.73899
Woodbridge,Woodbridge,19265,America/New_York,US,40.5576,-74.28459
Dindori,Dindori,19263,Asia/Kolkata,IN,22.94141,81.07975
Vibo Valentia,Vibo Valentia,19263,Europe/Rome,IT,38.67618,16.10094
Willetton,Willetton,19262,Australia/Perth,AU,-32.05251,115.88782
Rožňava,Roznava,19261,Europe/Bratislava,SK,48.66009,20.53758
Balykshi,Balykshi,19260,Asia/Atyrau,KZ,47.06667,51.86667
Bāli,Bali,19259,Asia/Kolkata,IN,25.19725,73.29117
Sun City Center,Sun City Center,19258,America/New_York,US,27.71809,-82.35176
Rosedale,Rosedale,19257,America/New_York,US,39.32011,-76.51552
Altamont,Altamont,19257,America/Los_Angeles,US,42.20681,-121.73722
Taşova,Tasova,19253,Europe/Istanbul,TR,40.75972,36.3225
Sulzbach-Rosenberg,Sulzbach-Rosenberg,19252,Europe/Berlin,DE,49.50126,11.74598
Rangiora,Rangiora,19250,Pacific/Auckland,NZ,-43.30437,172.58356
Howard,Howard,19250,America/Chicago,US,44.5436,-88.08816
Kęty,Kety,19249,Europe/Warsaw,PL,49.88214,19.22333
Alamo,Alamo,19246,America/Chicago,US,26.18369,-98.12306
Kos,Kos,19244,Europe/Athens,GR,36.89295,27.28768
Ghatkesar,Ghatkesar,19243,Asia/Kolkata,IN,17.45081,78.68366
Dizangué,Dizangue,19243,Africa/Douala,CM,3.76667,9.98333
Jakobstad,Jakobstad,19238,Europe/Helsinki,FI,63.67486,22.70256
Wadowice,Wadowice,19238,Europe/Warsaw,PL,49.88335,19.49292
Banga,Banga,19234,Asia/Kolkata,IN,31.18874,75.99495
Manatí,Manati,19233,America/Bogota,CO,10.44589,-74.95869
Kampong Kadok,Kampong Kadok,19233,Asia/Kuala_Lumpur,MY,6.0,102.25
Pisz,Pisz,19232,Europe/Warsaw,PL,53.62744,21.81253
Mělník,Melnik,19231,Europe/Prague,CZ,50.3505,14.47411
Novoanninskiy,Novoanninskiy,19231,Europe/Volgograd,RU,50.52891,42.6707
Kuala Kedah,Kuala Kedah,19231,Asia/Kuala_Lumpur,MY,6.1,100.3
Broadview Heights,Broadview Heights,19229,America/New_York,US,41.31394,-81.68513
Upper Saint Clair,Upper Saint Clair,19229,America/New_York,US,40.3359,-80.08339
Vendôme,Vendome,19226,Europe/Paris,FR,47.79292,1.06556
Strășeni,Straseni,19225,Europe/Chisinau,MD,47.14216,28.60774
Chhaprauli,Chhaprauli,19224,Asia/Kolkata,IN,29.20989,77.17454
Degema Hulk,Degema Hulk,19223,Africa/Lagos,NG,4.76145,6.74957
Haslett,Haslett,19220,America/Detroit,US,42.74698,-84.40108
Louviers,Louviers,19220,Europe/Paris,FR,49.21667,1.16667
West Elsdon,West Elsdon,19219,America/Chicago,US,41.79392,-87.7245
Akureyri,Akureyri,19219,Atlantic/Reykjavik,IS,65.68353,-18.0878
Herent,Herent,19218,Europe/Brussels,BE,50.90861,4.67056
Baytokay,Baytokay,19217,Asia/Urumqi,CN,43.68167,81.78889
Agidel’,Agidel',19217,Asia/Yekaterinburg,RU,55.9077,53.9355
Newton,Newton,19216,America/Chicago,US,38.04668,-97.34504
Glassboro,Glassboro,19216,America/New_York,US,39.70289,-75.11184
Gauting,Gauting,19216,Europe/Berlin,DE,48.06919,11.37703
